album,track_title,track_url,track_views
Magna Carta... Holy Grail,Crown (Ft. Travis Scott) Lyrics,https://genius.com/Jay-z-crown-lyrics,546.5K
Magna Carta... Holy Grail,Heaven (Ft. Justin Timberlake) Lyrics,https://genius.com/Jay-z-heaven-lyrics,633.6K
Magna Carta... Holy Grail,Versus (Interlude) Lyrics,https://genius.com/Jay-z-versus-interlude-lyrics,155.9K
Magna Carta... Holy Grail,Part II (On the Run) (Ft. Beyoncé) Lyrics,https://genius.com/Jay-z-part-ii-on-the-run-lyrics,2.4M
Magna Carta... Holy Grail,Beach Is Better (Interlude) Lyrics,https://genius.com/Jay-z-beach-is-better-interlude-lyrics,587.3K
Magna Carta... Holy Grail,"BBC (Ft. Beyoncé, Justin Timberlake, Nas & Swizz Beatz) Lyrics",https://genius.com/Jay-z-bbc-lyrics,581.4K
Magna Carta... Holy Grail,Jay Z Blue Lyrics,https://genius.com/Jay-z-jay-z-blue-lyrics,416.7K
Magna Carta... Holy Grail,La Familia Lyrics,https://genius.com/Jay-z-la-familia-lyrics,490.3K
Magna Carta... Holy Grail,Nickels and Dimes Lyrics,https://genius.com/Jay-z-nickels-and-dimes-lyrics,305.9K
Magna Carta... Holy Grail,Open Letter Lyrics,https://genius.com/Jay-z-open-letter-lyrics,773.8K
Magna Carta... Holy Grail,Magna Carta... Holy Grail [Booklet] Lyrics,https://genius.com/Jay-z-magna-carta-holy-grail-booklet-annotated,
Live In Brooklyn,Empire State of Mind (Live) (Ft. Alicia Keys) Lyrics,https://genius.com/Jay-z-empire-state-of-mind-live-lyrics,
Live In Brooklyn,Run This Town (Live) Lyrics,,(Missing Lyrics)
Live In Brooklyn,On to the Next One (Live) Lyrics,,(Missing Lyrics)
Live In Brooklyn,Give It To Me/Big Pimpin (Live) Lyrics,,(Missing Lyrics)
Live In Brooklyn,03' Bonnie & Clyde (Live) Lyrics,,(Missing Lyrics)
Live In Brooklyn,Crazy In Love (Live In Brooklyn) by Beyoncé (Ft. JAY-Z) Lyrics,https://genius.com/Beyonce-crazy-in-love-live-in-brooklyn-lyrics,
Live In Brooklyn,Public Service Announcement (Live Lyrics,,(Missing Lyrics)
Live In Brooklyn,Young Forever (Live) (Ft. Beyoncé) Lyrics,https://genius.com/Jay-z-young-forever-live-lyrics,
"The Hits Collection, Vol. One",Public Service Announcement Lyrics,https://genius.com/Jay-z-public-service-announcement-lyrics,700.2K
"The Hits Collection, Vol. One",Run This Town (Ft. Kanye West & Rihanna) Lyrics,https://genius.com/Jay-z-run-this-town-lyrics,736K
"The Hits Collection, Vol. One",'03 Bonnie & Clyde (Ft. Beyoncé) Lyrics,https://genius.com/Jay-z-03-bonnie-and-clyde-lyrics,572.7K
"The Hits Collection, Vol. One",Encore Lyrics,https://genius.com/Jay-z-encore-lyrics,357.9K
"The Hits Collection, Vol. One",I Just Wanna Love U (Give it 2 Me) (Ft. Pharrell Williams) Lyrics,https://genius.com/Jay-z-i-just-wanna-love-u-give-it-2-me-lyrics,333K
"The Hits Collection, Vol. One",Izzo (H.O.V.A.) Lyrics,https://genius.com/Jay-z-izzo-hova-lyrics,515.7K
"The Hits Collection, Vol. One",D.O.A. (Death of Auto-Tune) Lyrics,https://genius.com/Jay-z-doa-death-of-auto-tune-lyrics,239.5K
"The Hits Collection, Vol. One",99 Problems Lyrics,https://genius.com/Jay-z-99-problems-lyrics,1.1M
"The Hits Collection, Vol. One",Empire State of Mind (Ft. Alicia Keys) Lyrics,https://genius.com/Jay-z-empire-state-of-mind-lyrics,1.9M
"The Hits Collection, Vol. One",Dirt Off Your Shoulder Lyrics,https://genius.com/Jay-z-dirt-off-your-shoulder-lyrics,297.5K
"The Hits Collection, Vol. One",Hard Knock Life (Ghetto Anthem) Lyrics,https://genius.com/Jay-z-hard-knock-life-ghetto-anthem-lyrics,441.6K
"The Hits Collection, Vol. One",Show Me What You Got Lyrics,https://genius.com/Jay-z-show-me-what-you-got-lyrics,68.6K
"The Hits Collection, Vol. One",Roc Boys (And the Winner Is)... Lyrics,https://genius.com/Jay-z-roc-boys-and-the-winner-is-lyrics,207.3K
"The Hits Collection, Vol. One",Big Pimpin' (Ft. UGK) Lyrics,https://genius.com/Jay-z-big-pimpin-lyrics,677.9K
"The Hits Collection, Vol. One",Young Gifted and Black Lyrics,https://genius.com/Jay-z-young-gifted-and-black-lyrics,14.8K
"The Hits Collection, Vol. One",Pump It Up Freestyle Lyrics,https://genius.com/Jay-z-pump-it-up-freestyle-lyrics,34.9K
"The Hits Collection, Vol. One",My President (Remix) (Ft. Jeezy) Lyrics,https://genius.com/Jay-z-my-president-remix-lyrics,79.7K
"The Hits Collection, Vol. One","Go Hard (Remix) by DJ Khaled (Ft. JAY-Z, Kanye West & T-Pain) Lyrics",https://genius.com/Dj-khaled-go-hard-remix-lyrics,33.6K
"The Hits Collection, Vol. One",This Life Forever Lyrics,https://genius.com/Jay-z-this-life-forever-lyrics,22.9K
Decoded (Excerpts),Decoded: Part 1 (Excerpts) Lyrics,https://genius.com/Jay-z-decoded-part-1-excerpts-lyrics,6.3K
Decoded (Excerpts),Decoded: Part 2 (Excerpts) Lyrics,https://genius.com/Jay-z-decoded-part-2-excerpts-annotated,
Decoded (Excerpts),Decoded: Part 3 (Excerpts) Lyrics,https://genius.com/Jay-z-decoded-part-3-excerpts-annotated,
Decoded (Excerpts),Decoded: Part 4 (Excerpts) Lyrics,https://genius.com/Jay-z-decoded-part-4-excerpts-annotated,
Decoded (Excerpts),Decoded: Epilogue (Excerpts) Lyrics,https://genius.com/Jay-z-decoded-epilogue-excerpts-annotated,
The Blueprint 3,What We Talkin' About (Ft. Luke Steele) Lyrics,https://genius.com/Jay-z-what-we-talkin-about-lyrics,101.6K
The Blueprint 3,Thank You Lyrics,https://genius.com/Jay-z-thank-you-lyrics,137.3K
The Blueprint 3,D.O.A. (Death of Auto-Tune) Lyrics,https://genius.com/Jay-z-doa-death-of-auto-tune-lyrics,239.5K
The Blueprint 3,Run This Town (Ft. Kanye West & Rihanna) Lyrics,https://genius.com/Jay-z-run-this-town-lyrics,735.8K
The Blueprint 3,Empire State of Mind (Ft. Alicia Keys) Lyrics,https://genius.com/Jay-z-empire-state-of-mind-lyrics,1.9M
The Blueprint 3,Real As It Gets (Ft. Jeezy) Lyrics,https://genius.com/Jay-z-real-as-it-gets-lyrics,64.6K
The Blueprint 3,On To The Next One (Ft. Swizz Beatz) Lyrics,https://genius.com/Jay-z-on-to-the-next-one-lyrics,380.9K
The Blueprint 3,Off That (Ft. Drake) Lyrics,https://genius.com/Jay-z-off-that-lyrics,95.2K
The Blueprint 3,A Star Is Born (Ft. J. Cole) Lyrics,https://genius.com/Jay-z-a-star-is-born-lyrics,353K
The Blueprint 3,Venus vs. Mars Lyrics,https://genius.com/Jay-z-venus-vs-mars-lyrics,121.6K
The Blueprint 3,Already Home (Ft. Kid Cudi) Lyrics,https://genius.com/Jay-z-already-home-lyrics,161.4K
The Blueprint 3,Hate (Ft. Kanye West) Lyrics,https://genius.com/Jay-z-hate-lyrics,111.7K
The Blueprint 3,Reminder Lyrics,https://genius.com/Jay-z-reminder-lyrics,90K
The Blueprint 3,So Ambitious (Ft. Pharrell Williams) Lyrics,https://genius.com/Jay-z-so-ambitious-lyrics,85.7K
The Blueprint 3,Young Forever (Ft. Mr. Hudson) Lyrics,https://genius.com/Jay-z-young-forever-lyrics,488.8K
The Blueprint 3,The Blueprint 3 [Booklet] Lyrics,https://genius.com/Jay-z-the-blueprint-3-booklet-annotated,
American Gangster,Intro (American Gangster) (Ft. Angel Wood & Idris Elba) Lyrics,https://genius.com/Jay-z-intro-american-gangster-lyrics,35.3K
American Gangster,Pray Lyrics,https://genius.com/Jay-z-pray-lyrics,85.4K
American Gangster,American Dreamin' Lyrics,https://genius.com/Jay-z-american-dreamin-lyrics,104.1K
American Gangster,Hello Brooklyn 2.0 (Ft. Lil Wayne) Lyrics,https://genius.com/Jay-z-hello-brooklyn-20-lyrics,78.3K
American Gangster,No Hook Lyrics,https://genius.com/Jay-z-no-hook-lyrics,106.9K
American Gangster,Roc Boys (And the Winner Is)... Lyrics,https://genius.com/Jay-z-roc-boys-and-the-winner-is-lyrics,207.3K
American Gangster,Sweet Lyrics,https://genius.com/Jay-z-sweet-lyrics,47.3K
American Gangster,I Know (Ft. Pharrell Williams) Lyrics,https://genius.com/Jay-z-i-know-lyrics,123.4K
American Gangster,Party Life Lyrics,https://genius.com/Jay-z-party-life-lyrics,76.2K
American Gangster,Ignorant Shit (Ft. Beanie Sigel) Lyrics,https://genius.com/Jay-z-ignorant-shit-lyrics,145.8K
American Gangster,Say Hello Lyrics,https://genius.com/Jay-z-say-hello-lyrics,74K
American Gangster,Success (Ft. Nas) Lyrics,https://genius.com/Jay-z-success-lyrics,188K
American Gangster,Fallin' (Ft. Bilal) Lyrics,https://genius.com/Jay-z-fallin-lyrics,51.7K
American Gangster,Blue Magic (Ft. Pharrell Williams) Lyrics,https://genius.com/Jay-z-blue-magic-lyrics,93.3K
American Gangster,American Gangster Lyrics,https://genius.com/Jay-z-american-gangster-lyrics,49.9K
Kingdom Come,The Prelude (Ft. Pain In Da Ass) Lyrics,https://genius.com/Jay-z-the-prelude-lyrics,74.7K
Kingdom Come,Oh My God Lyrics,https://genius.com/Jay-z-oh-my-god-lyrics,50.5K
Kingdom Come,Kingdom Come Lyrics,https://genius.com/Jay-z-kingdom-come-lyrics,56.2K
Kingdom Come,Show Me What You Got Lyrics,https://genius.com/Jay-z-show-me-what-you-got-lyrics,68.6K
Kingdom Come,Lost One (Ft. Chrisette Michele) Lyrics,https://genius.com/Jay-z-lost-one-lyrics,368K
Kingdom Come,Do U Wanna Ride (Ft. John Legend) Lyrics,https://genius.com/Jay-z-do-u-wanna-ride-lyrics,68.3K
Kingdom Come,30 Something Lyrics,https://genius.com/Jay-z-30-something-lyrics,113.5K
Kingdom Come,I Made It Lyrics,https://genius.com/Jay-z-i-made-it-lyrics,20.2K
Kingdom Come,Anything (2006) (Ft. Pharrell Williams & Usher) Lyrics,https://genius.com/Jay-z-anything-2006-lyrics,11.2K
Kingdom Come,Hollywood (Ft. Beyoncé) Lyrics,https://genius.com/Jay-z-hollywood-lyrics,27.2K
Kingdom Come,Trouble Lyrics,https://genius.com/Jay-z-trouble-lyrics,55.2K
Kingdom Come,Dig a Hole (Ft. Sterling Simms) Lyrics,https://genius.com/Jay-z-dig-a-hole-lyrics,45.1K
Kingdom Come,Minority Report (Ft. Ne-Yo) Lyrics,https://genius.com/Jay-z-minority-report-lyrics,27.1K
Kingdom Come,Beach Chair (Ft. Chris Martin) Lyrics,https://genius.com/Jay-z-beach-chair-lyrics,123.8K
Kingdom Come,44 Four's Lyrics,https://genius.com/Jay-z-44-fours-lyrics,38.7K
S. Carter The Re-Mix,99 Problems Video (Interlude) Lyrics,,(Missing Lyrics)
S. Carter The Re-Mix,Flow Lyrics,https://genius.com/Jay-z-flow-lyrics,8.7K
S. Carter The Re-Mix,PSA (Remix) Lyrics,,(Missing Lyrics)
S. Carter The Re-Mix,Dec 4th (Remix) Lyrics,,(Missing Lyrics)
S. Carter The Re-Mix,P. Diddy Interlude Lyrics,,(Missing Lyrics)
S. Carter The Re-Mix,Warm It Up Lyrics,https://genius.com/Jay-z-warm-it-up-lyrics,
S. Carter The Re-Mix,Michael Jordan Interlude Lyrics,,(Missing Lyrics)
S. Carter The Re-Mix,Encore (Remix) Lyrics,,(Missing Lyrics)
S. Carter The Re-Mix,Hell Yeah (Remix) by Dead Prez (Ft. JAY-Z) Lyrics,https://genius.com/Dead-prez-hell-yeah-remix-lyrics,31.2K
S. Carter The Re-Mix,Looking @ My S Dots Lyrics,https://genius.com/Jay-z-looking-at-my-s-dots-lyrics,
S. Carter The Re-Mix,Moment of Clarity (Remix) Lyrics,,(Missing Lyrics)
S. Carter The Re-Mix,99 Problems (Remix) Lyrics,,(Missing Lyrics)
S. Carter The Re-Mix,Where I'm From (DJ Green Lantern Mix) (Ft. Beanie Sigel) Lyrics,https://genius.com/Jay-z-where-im-from-dj-green-lantern-mix-lyrics,
S. Carter The Re-Mix,Denzel Washington Interlude Lyrics,,(Missing Lyrics)
S. Carter The Re-Mix,Allure (Just Blaze Remix) Lyrics,https://genius.com/Jay-z-allure-just-blaze-remix-lyrics,
S. Carter The Re-Mix,"Get By (Remix) by Talib Kweli (Ft. Busta Rhymes, JAY-Z, Kanye West & Yasiin Bey) Lyrics",https://genius.com/Talib-kweli-get-by-remix-lyrics,45.4K
S. Carter The Re-Mix,Threat (Remix) [Interlude] Lyrics,,(Missing Lyrics)
S. Carter The Re-Mix,Reebok (Interlude) (Ft. 50 Cent) Lyrics,https://genius.com/Jay-z-reebok-interlude-lyrics,
S. Carter The Re-Mix,My 1st Song (Remix) Lyrics,,(Missing Lyrics)
The Black Album,Interlude Lyrics,https://genius.com/Jay-z-interlude-lyrics,33.7K
The Black Album,December 4th Lyrics,https://genius.com/Jay-z-december-4th-lyrics,258.7K
The Black Album,What More Can I Say Lyrics,https://genius.com/Jay-z-what-more-can-i-say-lyrics,300.6K
The Black Album,Encore Lyrics,https://genius.com/Jay-z-encore-lyrics,357.9K
The Black Album,Change Clothes (Ft. Pharrell Williams) Lyrics,https://genius.com/Jay-z-change-clothes-lyrics,144.1K
The Black Album,Dirt Off Your Shoulder Lyrics,https://genius.com/Jay-z-dirt-off-your-shoulder-lyrics,297.5K
The Black Album,Threat Lyrics,https://genius.com/Jay-z-threat-lyrics,148.1K
The Black Album,Moment of Clarity Lyrics,https://genius.com/Jay-z-moment-of-clarity-lyrics,382.4K
The Black Album,99 Problems Lyrics,https://genius.com/Jay-z-99-problems-lyrics,1.1M
The Black Album,Public Service Announcement Lyrics,https://genius.com/Jay-z-public-service-announcement-lyrics,700.2K
The Black Album,Justify My Thug Lyrics,https://genius.com/Jay-z-justify-my-thug-lyrics,115.7K
The Black Album,Lucifer Lyrics,https://genius.com/Jay-z-lucifer-lyrics,412.7K
The Black Album,Allure Lyrics,https://genius.com/Jay-z-allure-lyrics,187.6K
The Black Album,My 1st Song Lyrics,https://genius.com/Jay-z-my-1st-song-lyrics,191.2K
The S. Carter Collection,Young Gifted and Black Lyrics,https://genius.com/Jay-z-young-gifted-and-black-lyrics,14.8K
The S. Carter Collection,Pump It Up Freestyle Lyrics,https://genius.com/Jay-z-pump-it-up-freestyle-lyrics,34.9K
The S. Carter Collection,Only a Customer Lyrics,https://genius.com/Jay-z-only-a-customer-lyrics,12K
The S. Carter Collection,Baby Freestyle (Ft. Beyoncé) Lyrics,https://genius.com/Jay-z-baby-freestyle-lyrics,
The S. Carter Collection,"Bump, Bump, Bump (Freestyle) Lyrics",https://genius.com/Jay-z-bump-bump-bump-freestyle-lyrics,14.3K
The S. Carter Collection,I Don't Wanna Be Alone (Remix) by Shai (Ft. JAY-Z) Lyrics,https://genius.com/Shai-i-dont-wanna-be-alone-remix-lyrics,
The S. Carter Collection,Notorious B.I.G. Interview Lyrics,https://genius.com/Jay-z-notorious-big-interview-lyrics,
The S. Carter Collection,Laser In Ya Ear (Freestyle) Lyrics,https://genius.com/Jay-z-laser-in-ya-ear-freestyle-lyrics,
The S. Carter Collection,"Young G's by Diddy (Ft. JAY-Z, Kelly Price & The Notorious B.I.G.) Lyrics",https://genius.com/Diddy-young-gs-lyrics,77.3K
The S. Carter Collection,Russell Simmons Skit Lyrics,https://genius.com/Jay-z-russell-simmons-skit-lyrics,
The S. Carter Collection,If I Can't (Freestyle) Lyrics,https://genius.com/Jay-z-if-i-cant-freestyle-lyrics,21.5K
The S. Carter Collection,This Life Forever Lyrics,https://genius.com/Jay-z-this-life-forever-lyrics,22.9K
The S. Carter Collection,OG Skit Lyrics,https://genius.com/Jay-z-og-skit-lyrics,
The S. Carter Collection,Rock Star Freestyle Lyrics,https://genius.com/Jay-z-rock-star-freestyle-lyrics,
The S. Carter Collection,You Rock My World (Track Masters Mix) by Michael Jackson (Ft. JAY-Z) Lyrics,https://genius.com/Michael-jackson-you-rock-my-world-track-masters-mix-lyrics,8.6K
The S. Carter Collection,It's Like That (Ft. Kid Capri) Lyrics,https://genius.com/Jay-z-its-like-that-lyrics,32K
The S. Carter Collection,Beware (Jay-Z Remix) Lyrics,https://genius.com/Jay-z-beware-jay-z-remix-lyrics,46.1K
The S. Carter Collection,"Can't Knock The Hustle (The S. Carter Collection Remix) (Ft. 2Pac, Busta Rhymes, Mariah Carey & Mary J. Blige) Lyrics",https://genius.com/Jay-z-cant-knock-the-hustle-the-s-carter-collection-remix-lyrics,
The S. Carter Collection,In My Lifetime (Remix) Lyrics,https://genius.com/Jay-z-in-my-lifetime-remix-lyrics,34.9K
The S. Carter Collection,Blunts and Armadale (Freestyle) Lyrics,https://genius.com/Jay-z-blunts-and-armadale-freestyle-lyrics,6.1K
The S. Carter Collection,A Word from the President Lyrics,https://genius.com/Jay-z-a-word-from-the-president-lyrics,
The S. Carter Collection,La-La-La (Excuse Me Miss Again) Lyrics,https://genius.com/Jay-z-la-la-la-excuse-me-miss-again-lyrics,60.6K
The S. Carter Collection,Stop 2.1 Lyrics,https://genius.com/Jay-z-stop-21-lyrics,5.1K
The S. Carter Collection,I Miss You (Remix) Lyrics,https://genius.com/Jay-z-i-miss-you-remix-lyrics,
Blueprint 2.1,A Dream (Ft. Faith Evans & The Notorious B.I.G.) Lyrics,https://genius.com/Jay-z-a-dream-lyrics,120.2K
Blueprint 2.1,Hovi Baby Lyrics,https://genius.com/Jay-z-hovi-baby-lyrics,69.7K
Blueprint 2.1,"The Watcher 2 (Ft. Dr. Dre, Rakim & Truth Hurts) Lyrics",https://genius.com/Jay-z-the-watcher-2-lyrics,110.9K
Blueprint 2.1,'03 Bonnie & Clyde (Ft. Beyoncé) Lyrics,https://genius.com/Jay-z-03-bonnie-and-clyde-lyrics,572.7K
Blueprint 2.1,Excuse Me Miss (Ft. Pharrell Williams) Lyrics,https://genius.com/Jay-z-excuse-me-miss-lyrics,273.3K
Blueprint 2.1,All Around the World (Ft. Latoiya Williams) Lyrics,https://genius.com/Jay-z-all-around-the-world-lyrics,33.7K
Blueprint 2.1,Guns & Roses (Ft. Lenny Kravitz) Lyrics,https://genius.com/Jay-z-guns-and-roses-lyrics,55K
Blueprint 2.1,U Don't Know (Remix) (Ft. M.O.P.) Lyrics,https://genius.com/Jay-z-u-dont-know-remix-lyrics,40.9K
Blueprint 2.1,Meet the Parents Lyrics,https://genius.com/Jay-z-meet-the-parents-lyrics,66.6K
Blueprint 2.1,Some How Some Way (Ft. Beanie Sigel & Scarface) Lyrics,https://genius.com/Jay-z-some-how-some-way-lyrics,39.4K
Blueprint 2.1,The Bounce (Ft. Kanye West) Lyrics,https://genius.com/Jay-z-the-bounce-lyrics,118.5K
Blueprint 2.1,What They Gonna Do Part II Lyrics,https://genius.com/Jay-z-what-they-gonna-do-part-ii-lyrics,9.9K
Blueprint 2.1,Stop 2.1 Lyrics,https://genius.com/Jay-z-stop-21-lyrics,5.1K
Blueprint 2.1,Beware (Jay-Z Remix) Lyrics,https://genius.com/Jay-z-beware-jay-z-remix-lyrics,46.1K
Blueprint 2.1,La-La-La (Excuse Me Miss Again) Lyrics,https://genius.com/Jay-z-la-la-la-excuse-me-miss-again-lyrics,60.7K
Blueprint 2.1,Blueprint² Lyrics,https://genius.com/Jay-z-blueprint2-lyrics,322.4K
Blueprint 2.1,Bitches & Sisters Lyrics,https://genius.com/Jay-z-bitches-and-sisters-lyrics,65K
The Blueprint²: The Gift & the Curse,A Dream (Ft. Faith Evans & The Notorious B.I.G.) Lyrics,https://genius.com/Jay-z-a-dream-lyrics,120.2K
The Blueprint²: The Gift & the Curse,Hovi Baby Lyrics,https://genius.com/Jay-z-hovi-baby-lyrics,69.7K
The Blueprint²: The Gift & the Curse,"The Watcher 2 (Ft. Dr. Dre, Rakim & Truth Hurts) Lyrics",https://genius.com/Jay-z-the-watcher-2-lyrics,110.9K
The Blueprint²: The Gift & the Curse,'03 Bonnie & Clyde (Ft. Beyoncé) Lyrics,https://genius.com/Jay-z-03-bonnie-and-clyde-lyrics,572.5K
The Blueprint²: The Gift & the Curse,Excuse Me Miss (Ft. Pharrell Williams) Lyrics,https://genius.com/Jay-z-excuse-me-miss-lyrics,273.2K
The Blueprint²: The Gift & the Curse,What They Gonna Do (Ft. Sean Paul) Lyrics,https://genius.com/Jay-z-what-they-gonna-do-lyrics,13.5K
The Blueprint²: The Gift & the Curse,All Around the World (Ft. Latoiya Williams) Lyrics,https://genius.com/Jay-z-all-around-the-world-lyrics,33.7K
The Blueprint²: The Gift & the Curse,"Poppin' Tags (Ft. Big Boi, Killer Mike & Twista) Lyrics",https://genius.com/Jay-z-poppin-tags-lyrics,53.9K
The Blueprint²: The Gift & the Curse,Fuck All Nite (Ft. Pharrell Williams) Lyrics,https://genius.com/Jay-z-fuck-all-nite-lyrics,46.7K
The Blueprint²: The Gift & the Curse,The Bounce (Ft. Kanye West) Lyrics,https://genius.com/Jay-z-the-bounce-lyrics,118.4K
The Blueprint²: The Gift & the Curse,I Did It My Way Lyrics,https://genius.com/Jay-z-i-did-it-my-way-lyrics,39.5K
The Blueprint²: The Gift & the Curse,Diamond Is Forever Lyrics,https://genius.com/Jay-z-diamond-is-forever-lyrics,51.2K
The Blueprint²: The Gift & the Curse,Guns & Roses (Ft. Lenny Kravitz) Lyrics,https://genius.com/Jay-z-guns-and-roses-lyrics,55K
The Blueprint²: The Gift & the Curse,U Don't Know (Remix) (Ft. M.O.P.) Lyrics,https://genius.com/Jay-z-u-dont-know-remix-lyrics,40.9K
The Blueprint²: The Gift & the Curse,Meet the Parents Lyrics,https://genius.com/Jay-z-meet-the-parents-lyrics,66.6K
The Blueprint²: The Gift & the Curse,Some How Some Way (Ft. Beanie Sigel & Scarface) Lyrics,https://genius.com/Jay-z-some-how-some-way-lyrics,39.4K
The Blueprint²: The Gift & the Curse,Some People Hate Lyrics,https://genius.com/Jay-z-some-people-hate-lyrics,42.2K
The Blueprint²: The Gift & the Curse,Blueprint² Lyrics,https://genius.com/Jay-z-blueprint2-lyrics,322.3K
The Blueprint²: The Gift & the Curse,Nigga Please (Ft. Pharrell Williams & Young Chris) Lyrics,https://genius.com/Jay-z-nigga-please-lyrics,26.9K
The Blueprint²: The Gift & the Curse,2 Many Hoes (Ft. Timbaland) Lyrics,https://genius.com/Jay-z-2-many-hoes-lyrics,17.6K
The Blueprint²: The Gift & the Curse,"As One (Ft. Beanie Sigel, Freeway, Memphis Bleek, Omillio Sparks, Peedi Crakk, Rell & Young Gunz) Lyrics",https://genius.com/Jay-z-as-one-lyrics,11.4K
The Blueprint²: The Gift & the Curse,A Ballad for the Fallen Soldier Lyrics,https://genius.com/Jay-z-a-ballad-for-the-fallen-soldier-lyrics,15.9K
The Blueprint²: The Gift & the Curse,Show You How Lyrics,https://genius.com/Jay-z-show-you-how-lyrics,64.2K
The Blueprint²: The Gift & the Curse,Bitches & Sisters Lyrics,https://genius.com/Jay-z-bitches-and-sisters-lyrics,65K
The Blueprint²: The Gift & the Curse,What They Gonna Do Part II Lyrics,https://genius.com/Jay-z-what-they-gonna-do-part-ii-lyrics,9.9K
MTV Unplugged,Izzo (H.O.V.A.) [MTV Unplugged] Lyrics,https://genius.com/Jay-z-izzo-hova-mtv-unplugged-lyrics,
MTV Unplugged,Takeover (MTV Unplugged) Lyrics,https://genius.com/Jay-z-takeover-mtv-unplugged-lyrics,
MTV Unplugged,"Girls, Girls, Girls (MTV Unplugged) Lyrics",https://genius.com/Jay-z-girls-girls-girls-mtv-unplugged-lyrics,
MTV Unplugged,"Jigga What, Jigga Who (MTV Unplugged) Lyrics",https://genius.com/Jay-z-jigga-what-jigga-who-mtv-unplugged-lyrics,
MTV Unplugged,Big Pimpin' (MTV Unplugged) Lyrics,https://genius.com/Jay-z-big-pimpin-mtv-unplugged-lyrics,
MTV Unplugged,Heart of the City (Ain't No Love) (MTV Unplugged) (Ft. Jaguar Wright) Lyrics,https://genius.com/Jay-z-heart-of-the-city-aint-no-love-mtv-unplugged-lyrics,
MTV Unplugged,Can I Get A… (MTV Unplugged) Lyrics,https://genius.com/Jay-z-can-i-get-a-mtv-unplugged-lyrics,6.2K
MTV Unplugged,Hard Knock Life (MTV Unplugged) (Ft. Jaguar Wright) Lyrics,https://genius.com/Jay-z-hard-knock-life-mtv-unplugged-lyrics,
MTV Unplugged,Ain't No (MTV Unplugged) Lyrics,https://genius.com/Jay-z-aint-no-mtv-unplugged-lyrics,
MTV Unplugged,Can't Knock the Hustle / Family Affair (MTV Unplugged) (Ft. Mary J. Blige) Lyrics,https://genius.com/Jay-z-cant-knock-the-hustle-family-affair-mtv-unplugged-lyrics,
MTV Unplugged,Song Cry (MTV Unplugged) Lyrics,https://genius.com/Jay-z-song-cry-mtv-unplugged-lyrics,
MTV Unplugged,I Just Wanna Love U (Give It 2 Me) (MTV Unplugged) (Ft. Pharrell Williams) Lyrics,https://genius.com/Jay-z-i-just-wanna-love-u-give-it-2-me-mtv-unplugged-lyrics,
MTV Unplugged,Jigga That N**** (MTV Unplugged) (Ft. The Roots) Lyrics,https://genius.com/Jay-z-jigga-that-n-mtv-unplugged-lyrics,
MTV Unplugged,People Talkin' Lyrics,https://genius.com/Jay-z-people-talkin-lyrics,36.5K
The Blueprint,The Ruler's Back Lyrics,https://genius.com/Jay-z-the-rulers-back-lyrics,149.2K
The Blueprint,Takeover Lyrics,https://genius.com/Jay-z-takeover-lyrics,858.9K
